Date,PS_incoming,PS_feed_A,PS_feed_B,PS_feed_TS,PS_feed_VS,FW_intake_new,FW_intake_old,FW_grit_light,FW_grit_heavy,FW_grit_out,Treated_FW,FW_Feed_A,FW_Feed_B,FW_Feed_TS,FW_Feed_VS,Dig_Feed_A,Dig_Feed_B,Dig_A_Temp,Dig_A_TS,Dig_A_VS,Dig_B_Temp,Dig_B_TS,Dig_B_VS,Dig_Dewater,Dig_DD_A,Dig_DD_B,Biogas_prod
2020.12.13,1476,98,112,0.0883,0.7087,240.7,0,17.1,3.3,15.9,290.7,167,131,0.0722,0.8431,265,243,41,0.0371,0.4991,41,0.0376,0.4994,643,254,266,27757
2020.12.14,1482,165,156,0.0883,0.7087,200.94,0,10.6,3.2,18.19,220.94,160,163,0.0722,0.8431,325,319,40.6,0.0371,0.4991,40.7,0.0376,0.4994,681,226,235,27528
2020.12.15,1553,167,175,0.0883,0.7087,248.27,0,14.2,3.4,15.42,248.27,171,174,0.0722,0.8431,338,349,40.9,0.0371,0.4991,40.9,0.0376,0.4994,705,252,253,30631
2020.12.16,1453,172,157,0.1088,0.7580,217.08,0,10.5,3.5,18.86,197.08,176,179,0.0711,0.8468,348,336,41.8,0.0370,0.4983,41.9,0.0373,0.4944,643,261,231,32568
2020.12.17,1060,188,206,0.1088,0.7580,192.78,0,6.8,2.2,15.94,142.78,185,179,0.0711,0.8468,373,385,42.7,0.0370,0.4983,42.8,0.0373,0.4944,644,255,219,32945
2020.12.18,700,117,116,0.1088,0.7580,0,0,10.1,2.1,0,165,178,177,0.0711,0.8468,295,293,43.3,0.0370,0.4983,43.2,0.0373,0.4944,637,256,227,30393
2020.12.19,913,114,152,0.0922,0.7325,331.18,42.41,17,4.3,29.18,278.59,179,176,0.0711,0.8468,293,328,43,0.0366,0.5206,42.8,0.0373,0.4944,620,269,259,28988
2020.12.20,1542,135,147,0.0922,0.7325,245.93,0,12.7,3.4,17.83,225.93,176,178,0.0711,0.8468,311,325,42.5,0.0366,0.5206,42.4,0.0369,0.5123,667,213,343,30309
2020.12.21,879,157,161,0.0922,0.7325,250.73,0,14.8,3.7,17.93,250.73,176,178,0.0711,0.8468,333,339,42.2,0.0366,0.5206,42,0.0369,0.5123,665,326,310,30016
2020.12.22,749,137,147,0.0922,0.7325,213.3,0,14.4,3.7,17.18,233.3,177,176,0.0750,0.8216,314,323,41.8,0.0366,0.5206,41.6,0.0369,0.5123,698,284,314,29809
2020.12.23,783,143,150,0.0922,0.7325,203.75,0,14.3,3.2,18.56,213.75,181,183,0.0750,0.8216,324,333,42.3,0.0366,0.5206,42,0.0369,0.5123,664,280,311,31779
2020.12.24,808,109,121,0.0761,0.7169,228.92,0,9.1,2.6,18.55,158.92,161,180,0.0750,0.8216,270,301,43.2,0.0376,0.5115,43,0.0369,0.5123,668,312,309,31999
2020.12.25,822,84,90,0.0761,0.7169,0,0,10.7,2,0,155,153,158,0.0750,0.8216,237,248,43.5,0.0376,0.5115,43.3,0.0369,0.5123,644,313,305,30762
2020.12.26,1327,148,120,0.0761,0.7169,336.05,40.55,14.5,4.8,33.73,271.6,166,156,0.0750,0.8216,314,276,43.1,0.0376,0.5115,42.9,0.0369,0.5123,653,279,332,29373
2020.12.27,1506,127,161,0.0761,0.7169,257.26,0,12.6,3.8,17.5,227.26,159,166,0.0750,0.8216,286,327,42.9,0.0376,0.5115,42.5,0.0369,0.5123,656,268,265,32199
2020.12.28,1644,92,92,0.0761,0.7169,227.26,0,17.6,3.7,18.87,267.26,186,172,0.0750,0.8216,278,264,42.6,0.0376,0.5115,42.3,0.0369,0.5123,638,267,264,30813
2020.12.29,1436,110,106,0.0800,0.7169,182.88,0,7.5,2.6,16.96,182.88,186,191,0.0752,0.8464,296,297,42.3,0.0384,0.5267,42.1,0.0379,0.5297,633,307,266,33351
2020.12.30,1474,115,119,0.0778,0.7330,211.63,0,9.3,3.8,13.92,231.63,177,179,0.0763,0.8487,292,298,42.2,0.0384,0.5267,42,0.0379,0.5297,667,281,306,32676
2020.12.31,1123,80,91,0.0778,0.7330,271.06,0,5.6,3.2,12.76,171.06,179,178,0.0763,0.8487,259,269,41.9,0.0384,0.5267,41.8,0.0379,0.5297,705,288,261,31906
2021.1.1,1445,86,90,0.0778,0.7330,0,0,7.5,2.8,0,175,177,181,0.0763,0.8487,263,271,41.9,0.0384,0.5267,41.8,0.0379,0.5297,582,286,265,32202
2021.1.2,1454,109,98,0.0778,0.7330,343.21,41.63,7.2,5.3,17.57,239.84,178,180,0.0763,0.8487,287,278,41.7,0.0384,0.5267,41.6,0.0379,0.5297,613,286,257,32231
2021.1.3,1505,102,87,0.0830,0.7131,230.96,0,8,5.1,15.16,240.96,179,179,0.0752,0.8481,281,266,41.4,0.0358,0.5132,41.5,0.0365,0.5219,574,121,251,32112
2021.1.4,1467,109,115,0.0830,0.7131,181.92,0,9.1,3.7,12.78,221.92,161,165,0.0752,0.8481,270,280,42.1,0.0358,0.5132,42.2,0.0365,0.5219,625,273,269,31359
2021.1.5,1469,88,80,0.0830,0.7131,207.14,0,6.6,2.9,15.07,177.14,144,154,0.0752,0.8481,232,234,42.2,0.0358,0.5132,42.2,0.0365,0.5219,599,287,280,27152
2021.1.6,1449,104,101,0.0830,0.7131,253.06,0,11.1,4.2,10.14,263.06,162,163,0.0752,0.8481,266,264,42.1,0.0358,0.5132,42.2,0.0365,0.5219,608,284,280,28058
2021.1.7,1462,103,77,0.0830,0.7131,246.35,0,6.6,2.7,17.32,176.35,187,184,0.0752,0.8481,290,261,42.6,0.0358,0.5132,42.7,0.0365,0.5219,604,283,253,31292
2021.1.8,1450,99,100,0.0830,0.7131,0,0,7.1,2.4,0,160,171,177,0.0752,0.8481,270,277,43.1,0.0358,0.5132,43.1,0.0365,0.5219,581,297,267,31858
2021.1.9,1299,90,101,0.0830,0.7131,350,43.1,11.5,4.6,45.04,283.1,196,195,0.0752,0.8481,286,296,43,0.0358,0.5132,42.9,0.0365,0.5219,588,287,284,32543
2021.1.10,1470,100,97,0.0760,0.7065,272.68,0,12.2,4.2,16.62,282.68,208,211,0.0752,0.8481,308,308,42.7,0.0358,0.5132,42.7,0.0365,0.5219,576,298,294,35080
2021.1.11,1445,94,103,0.0760,0.7065,222.15,0,8.3,4.2,20.75,222.15,204,208,0.0752,0.8481,298,311,42.4,0.0358,0.5132,42.5,0.0365,0.5219,603,298,294,35119
2021.1.12,1493,116,90,0.0761,0.7169,128.66,0,6.8,2.7,14.17,168.66,185,187,0.0693,0.8454,301,277,42.3,0.0339,0.5439,42.2,0.0346,0.5415,590,295,294,33442
2021.1.13,1375,83,89,0.0761,0.7169,296.63,0,9.7,4.2,14.47,246.63,177,176,0.0693,0.8454,260,265,42,0.0339,0.5439,42,0.0346,0.5415,583,276,246,31342
2021.1.14,1510,91,81,0.0761,0.7169,252.79,0,9.8,2.8,15.54,232.79,181,184,0.0693,0.8454,272,265,41.8,0.0339,0.5439,41.9,0.0346,0.5415,592,293,290,30550
2021.1.15,1473,101,108,0.0761,0.7169,0,0,7.2,1.7,0,145,171,172,0.0693,0.8454,272,280,41.7,0.0339,0.5439,41.8,0.0346,0.5415,570,258,274,30113
2021.1.16,1526,97,104,0.0761,0.7169,341.85,43.7,16.3,5.3,32.05,300.55,194,180,0.0693,0.8454,291,284,41.5,0.0339,0.5439,41.6,0.0346,0.5415,596,290,231,30118
2021.1.17,1500,96,94,0.0904,0.7735,246.64,0,17.7,3.9,16.68,316.64,214,216,0.0774,0.8655,310,310,42.1,0.0312,0.5276,42.2,0.0325,0.5513,606,183,273,34515
2021.1.18,1483,92,87,0.0904,0.7735,188.52,0,10.5,2.7,18.81,198.52,187,190,0.0774,0.8655,279,277,42.5,0.0312,0.5276,42.6,0.0325,0.5513,610,258,254,33325
2021.1.19,1518,104,103,0.1001,0.7958,216.41,0,11.7,3,14.02,226.41,192,196,0.0826,0.8884,296,299,42.3,0.0304,0.5345,42.3,0.0318,0.5472,676,255,254,32850
2021.1.20,1336,69,66,0.1001,0.7958,244.01,0,10.4,1.6,20.25,164.01,198,201,0.0826,0.8884,267,267,41.9,0.0304,0.5345,42.1,0.0318,0.5472,635,274,261,34243
2021.1.21,1580,74,63,0.1001,0.7958,241.35,0,6.7,3,7.48,151.35,178,179,0.0826,0.8884,252,242,41.8,0.0304,0.5345,42,0.0318,0.5472,595,278,276,31107
2021.1.22,1656,55,52,0.1001,0.7958,0,0,9.3,2.5,0,170,143,146,0.0826,0.8884,198,198,41.6,0.0304,0.5345,41.8,0.0318,0.5472,597,271,272,28012
2021.1.23,1519,107,96,0.1001,0.7958,312.7,41.05,13.9,4,30.76,288.75,176,190,0.0826,0.8884,283,286,41.5,0.0304,0.5345,41.5,0.0318,0.5472,593,204,289,29622
2021.1.24,1541,138,122,0.0821,0.7691,238.9,0,13.3,3.8,11.96,263.9,191,192,0.0789,0.8550,329,314,41.2,0.0324,0.5487,41.3,0.0327,0.5343,593,282,284,32612
2021.1.25,1525,117,118,0.0821,0.7691,185.81,0,13.1,3.6,17.11,230.81,184,179,0.0789,0.8550,301,297,41.7,0.0324,0.5487,41.8,0.0327,0.5343,512,278,286,31053
2021.1.26,1517,165,151,0.0991,0.7795,203.61,0,10.5,2.3,20.26,203.61,165,166,0.0828,0.8462,330,317,42.6,0.0315,0.5456,42.6,0.0318,0.5412,596,275,289,31151
2021.1.27,1826,149,137,0.0991,0.7795,232.8,0,10.6,3.2,11.59,217.8,156,150,0.0828,0.8462,305,287,42.1,0.0315,0.5456,42.3,0.0318,0.5412,625,277,280,29160
2021.1.28,1505,152,168,0.0991,0.7795,222.98,0,9.2,1.9,16.15,162.98,133,127,0.0828,0.8462,285,295,41.7,0.0315,0.5456,41.8,0.0318,0.5412,591,278,280,26288
2021.1.29,1448,112,98,0.0991,0.7795,0,0,3.3,1.3,0,75,136,142,0.0828,0.8462,248,240,41.6,0.0315,0.5456,41.7,0.0318,0.5412,604,262,284,26403
2021.1.30,1446,130,137,0.0991,0.7795,298.98,42.23,15.5,3.1,15.11,276.21,141,144,0.0828,0.8462,271,281,41.5,0.0315,0.5456,41.7,0.0318,0.5412,588,278,182,27289
2021.1.31,1449,105,115,0.0515,0.6229,217.9,0,15.8,3.3,19.64,247.9,148,155,0.0811,0.8341,253,270,41.6,0.0308,0.5290,41.6,0.0306,0.5246,605,233,285,28066
2021.2.1,1449,107,95,0.0515,0.6229,187.29,0,11.6,2.7,19.27,187.29,145,146,0.0811,0.8341,252,241,41.4,0.0308,0.5290,41.5,0.0306,0.5246,571,224,175,26879
2021.2.2,1448,132,132,0.0493,0.5989,209.29,0,10.9,2.5,20.24,209.29,167,151,0.0770,0.8573,299,283,42.1,0.0290,0.5092,42.2,0.0322,0.4833,609,249,284,29371
2021.2.3,1466,152,157,0.0493,0.5989,258.25,0,10.3,2.9,11.98,198.25,138,140,0.0770,0.8573,290,297,42.5,0.0290,0.5092,42.6,0.0322,0.4833,35,274,288,28814
2021.2.4,1245,104,119,0.0493,0.5989,197.07,0,10.3,2.8,15.64,187.07,176,179,0.0770,0.8573,280,298,43.4,0.0290,0.5092,43.2,0.0322,0.4833,216,166,89,31185
2021.2.5,857,64,65,0.0493,0.5989,0,0,2.8,1,0,70,158,154,0.0770,0.8573,222,219,43.2,0.0290,0.5092,43.2,0.0322,0.4833,595,223,250,29783
2021.2.6,1138,79,68,0.0493,0.5989,306.29,42.97,15.9,3.2,16.99,279.26,155,153,0.0770,0.8573,234,221,43.1,0.0290,0.5092,43,0.0322,0.4833,605,277,287,28604
2021.2.7,1495,82,88,0.0641,0.6235,240.96,0,13.2,2.5,16.62,260.96,191,188,0.0789,0.8493,273,276,42.8,0.0292,0.5110,42.8,0.0320,0.5203,598,184,286,30740
2021.2.8,1440,100,102,0.0641,0.6235,239.5,0,16.7,3.2,19.4,259.5,228,224,0.0789,0.8493,328,326,42.5,0.0292,0.5110,42.5,0.0320,0.5203,543,276,288,35621
2021.2.9,1452,100,97,0.0641,0.6235,166.81,0,13.9,2.8,19.94,186.81,152,137,0.0789,0.8493,252,234,42.2,0.0292,0.5110,42.2,0.0320,0.5203,613,277,285,30415
2021.2.10,1452,76,70,0.0641,0.6235,0,0,0,0,0,0,136,126,0.0789,0.8493,212,196,42.1,0.0292,0.5110,42,0.0320,0.5203,576,263,179,25462
2021.2.11,1429,65,66,0.0641,0.6235,252.44,0,10.9,2.7,17.49,182.44,138,131,0.0789,0.8493,203,197,41.8,0.0292,0.5110,41.8,0.0320,0.5203,577,175,179,25501
2021.2.12,1439,83,83,0.0641,0.6235,98.05,0,12.4,1.8,0,168.05,136,140,0.0789,0.8493,219,223,41.6,0.0292,0.5110,41.7,0.0320,0.5203,416,168,170,25253
2021.2.13,1584,94,100,0.0641,0.6235,352.17,42.81,17.2,3.7,34,294.98,163,150,0.0789,0.8493,257,250,41.4,0.0292,0.5110,41.4,0.0320,0.5203,461,183,255,27155
2021.2.14,1403,81,94,0.0774,0.7285,267.96,0,20.5,4.8,20.53,317.96,202,221,0.0853,0.8562,283,315,41.6,0.0310,0.5159,41.4,0.0323,0.5282,449,275,284,32740
2021.2.15,1457,70,96,0.0794,0.7309,234.05,0,15.6,3.1,30.44,234.05,219,214,0.0849,0.8665,289,310,41.2,0.0310,0.5159,41.1,0.0323,0.5282,579,276,276,34362
2021.2.16,1503,98,79,0.0794,0.7309,174.28,0,10.6,1.8,16.65,174.28,189,184,0.0849,0.8665,287,263,40.9,0.0310,0.5159,40.9,0.0323,0.5282,601,275,209,33355
2021.2.17,1421,84,99,0.0794,0.7309,208.55,0,12.8,2.6,14.98,228.55,165,168,0.0849,0.8665,249,267,41.2,0.0310,0.5159,41.2,0.0323,0.5282,572,275,284,31073
2021.2.18,1475,97,76,0.0794,0.7309,227.01,0,9.2,1.9,13.99,162.01,166,165,0.0849,0.8665,263,241,42.4,0.0310,0.5159,42.5,0.0323,0.5282,465,240,179,30844
2021.2.19,1631,131,139,0.0794,0.7309,0,0,7.2,1.5,0,140,158,164,0.0849,0.8665,289,303,43,0.0310,0.5159,43.1,0.0323,0.5282,430,273,282,32800
2021.2.20,1541,94,111,0.0794,0.7309,144.5,42.39,11.2,2.7,19.56,186.89,136,128,0.0849,0.8665,230,239,42.5,0.0310,0.5159,42.5,0.0323,0.5282,470,184,228,26536
2021.2.21,1483,62,71,0.0794,0.7309,279.8,0,13.3,3.3,16.38,204.8,142,132,0.0849,0.8665,204,203,42.1,0.0310,0.5159,42,0.0323,0.5282,491,183,185,25009
2021.2.22,1478,93,87,0.0794,0.7309,254.7,0,15.9,3.2,20.74,254.7,157,168,0.0849,0.8665,250,255,42.2,0.0310,0.5159,42.3,0.0323,0.5282,575,183,222,26610
2021.2.23,1518,83,62,0.0761,0.7055,191.67,0,11.2,2.9,20.32,181.67,169,152,0.0849,0.8665,252,214,43.1,0.0310,0.4867,43.1,0.0311,0.5007,611,201,225,28911
2021.2.24,1493,89,65,0.0761,0.7055,208.78,0,12.9,2.8,16.31,228.78,192,186,0.0849,0.8665,281,251,43.2,0.0310,0.4867,43.3,0.0311,0.5007,610,278,281,31133
2021.2.25,1483,73,70,0.0761,0.7055,223.81,0,10.9,2.4,16.45,193.81,205,207,0.0849,0.8665,278,277,42.8,0.0310,0.4867,42.8,0.0311,0.5007,618,229,219,34435
2021.2.26,1516,110,96,0.0761,0.7055,0,0,3.9,1.2,0,70,126,141,0.0849,0.8665,236,237,42.4,0.0310,0.4867,42.4,0.0311,0.5007,581,229,243,28729
2021.2.27,1497,101,114,0.0761,0.7055,282.38,43.42,17.4,3.6,19.84,275.8,148,146,0.0849,0.8665,249,260,42.1,0.0310,0.4867,41.8,0.0311,0.5007,616,277,231,27392
2021.2.28,1467,108,89,0.0761,0.7055,215.38,0,14.7,3,18.95,235.38,166,166,0.0849,0.8665,274,255,42.6,0.0310,0.4867,42.6,0.0311,0.5007,647,276,208,31125
2021.3.1,1507,119,138,0.0980,0.7508,174.72,0,13.1,2.6,19.65,204.72,147,159,0.0856,0.8513,266,297,42.7,0.0325,0.5323,42.6,0.0303,0.5326,687,277,243,29424
2021.3.2,1541,89,106,0.0980,0.7508,129.89,0,9.5,1.8,18.73,154.89,164,148,0.0856,0.8513,253,254,43,0.0325,0.5323,43,0.0303,0.5326,606,272,286,29760
2021.3.3,1510,70,75,0.0980,0.7508,231.4,0,12.4,3.1,13.51,206.4,166,167,0.0856,0.8513,236,242,42.6,0.0325,0.5323,42.5,0.0303,0.5326,636,198,203,29580
2021.3.4,1498,108,95,0.0980,0.7508,253.05,0,14.7,2.2,16.99,193.05,183,182,0.0856,0.8513,291,277,42.3,0.0325,0.5323,42.2,0.0303,0.5326,686,261,308,31041
2021.3.5,1470,76,85,0.0980,0.7508,0,0,4.1,1,0,70,138,141,0.0856,0.8513,214,226,42.2,0.0325,0.5323,42.1,0.0303,0.5326,475,186,181,27175
2021.3.6,1451,71,90,0.0980,0.7508,282.88,42.36,18.6,3.6,18.9,265.24,164,160,0.0856,0.8513,235,250,42.8,0.0325,0.5323,42.7,0.0303,0.5326,471,185,286,29704
2021.3.7,996,72,73,0.0980,0.7508,191.6,0,15.9,3.4,20.94,201.6,165,168,0.0835,0.8595,237,241,42.9,0.0333,0.5231,42.8,0.0317,0.5325,491,267,180,29431
2021.3.8,1512,84,79,0.0853,0.7402,131.48,0,12.4,2,21.47,161.48,168,164,0.0835,0.8595,252,243,42.5,0.0333,0.5231,42.3,0.0317,0.5325,476,212,223,29467
2021.3.9,1490,88,109,0.0853,0.7402,216.86,0,14.7,3.6,19.77,216.86,141,144,0.0835,0.8595,229,253,42.5,0.0333,0.5231,42.4,0.0317,0.5325,498,181,213,28207
2021.3.10,1501,96,83,0.0853,0.7402,219.85,0,18.3,4.4,17.06,259.85,168,158,0.0835,0.8595,264,241,42.2,0.0333,0.5231,42,0.0317,0.5325,460,278,280,26938
2021.3.11,1487,100,98,0.0853,0.7402,203.78,0,13.5,2.8,17.02,183.78,174,173,0.0835,0.8595,274,271,41.5,0.0333,0.5231,41.4,0.0317,0.5325,461,280,219,29792
2021.3.12,1542,64,58,0.0853,0.7402,0,0,0,0,0,0,143,128,0.0835,0.8595,207,186,42,0.0333,0.5231,42,0.0317,0.5325,613,178,180,26609
2021.3.13,1493,93,95,0.0853,0.7402,263.77,42.49,12.5,3.6,27.86,296.26,166,166,0.0835,0.8595,259,261,42.9,0.0333,0.5231,42.8,0.0317,0.5325,544,255,282,29338
2021.3.14,1534,69,78,0.0853,0.7402,183.26,0,9.2,2.7,18.73,208.26,166,167,0.0835,0.8595,235,245,42.4,0.0333,0.5231,42.4,0.0317,0.5325,544,237,180,29308
2021.3.15,1310,91,65,0.0861,0.7009,176.78,0,8.1,2.6,12.94,176.78,138,129,0.0853,0.8502,229,194,41.9,0.0368,0.5207,42,0.0370,0.5222,463,131,213,27642
2021.3.16,1573,87,128,0.0861,0.7009,167.61,0,6.5,2,9.96,167.61,165,168,0.0853,0.8502,252,296,42.3,0.0368,0.5207,42.3,0.0370,0.5222,554,277,285,29134
2021.3.17,1553,126,105,0.0861,0.7009,190.4,0,9,1.6,10.88,190.4,168,165,0.0853,0.8502,294,270,42.7,0.0368,0.5207,42.4,0.0370,0.5222,546,269,251,30313
2021.3.18,1476,119,135,0.0861,0.7009,162.16,0,7.8,2.7,10.52,162.16,164,166,0.0853,0.8502,283,301,42,0.0368,0.5207,41.9,0.0370,0.5222,441,277,286,30204
2021.3.19,1491,114,110,0.0861,0.7009,0,0,0,0,0,0,133,138,0.0853,0.8502,247,248,41.5,0.0368,0.5207,41.3,0.0370,0.5222,436,277,180,27131
2021.3.20,1584,97,99,0.0861,0.7009,273.91,43.63,13.1,4.3,13.46,282.54,118,117,0.0853,0.8502,215,216,41.1,0.0368,0.5207,40.9,0.0370,0.5222,504,174,211,23741
2021.3.21,1545,109,104,0.0903,0.7182,261.71,0,10.8,4.2,16.52,241.71,162,165,0.0864,0.8545,271,269,41.2,0.0363,0.5341,41.1,0.0366,0.5309,478,268,287,27066
2021.3.22,1453,71,77,0.0903,0.7182,199.81,0,9.74,3.3,15.96,199.81,178,183,0.0864,0.8545,249,260,42.3,0.0363,0.5341,42.3,0.0366,0.5309,452,262,243,30667
2021.3.23,1631,109,95,0.0903,0.7182,166.61,0,11.7,2.9,14.75,221.61,180,177,0.0864,0.8545,289,272,42.5,0.0363,0.5341,42.3,0.0366,0.5309,472,283,298,31449
2021.3.24,1525,119,111,0.0903,0.7182,200.44,0,10.6,2.9,15.98,200.44,177,180,0.0864,0.8545,296,291,41.8,0.0363,0.5341,41.7,0.0366,0.5309,477,293,300,31576
2021.3.25,1477,80,80,0.0903,0.7182,186.42,0,9.7,2.8,14.54,186.42,161,173,0.0864,0.8545,241,253,41.2,0.0363,0.5341,41.2,0.0366,0.5309,475,292,188,31755
2021.3.26,1557,94,90,0.0903,0.7182,0,0,0,0,0,0,119,123,0.0864,0.8545,213,213,40.8,0.0363,0.5341,40.8,0.0366,0.5309,466,85,227,26720
2021.3.27,1784,84,73,0.0903,0.7182,276.73,46.49,12.2,4.3,13.94,258.22,137,130,0.0864,0.8545,221,203,40.4,0.0363,0.5341,40.3,0.0366,0.5309,379,277,180,25412
2021.3.28,1502,85,94,0.0903,0.7182,225.79,0,14.4,4,17.04,245.79,195,188,0.0864,0.8545,280,282,40.5,0.0363,0.5341,40.7,0.0366,0.5309,477,157,286,29565
2021.3.29,1581,86,91,0.0903,0.7182,193,0,12.5,3.6,18.75,233,185,174,0.0864,0.8545,271,265,41.5,0.0344,0.5348,41.7,0.0347,0.4720,479,221,205,31879
2021.3.30,1494,84,98,0.0634,0.7846,189.33,0,11,2.6,17.5,189.33,180,176,0.0905,0.8736,264,274,42.6,0.0344,0.5348,42.6,0.0347,0.4720,478,268,285,32411
2021.3.31,1522,103,87,0.0615,0.7628,200.71,0,13,3.4,16.05,205.71,200,203,0.0884,0.8790,303,290,42.4,0.0344,0.5348,42.3,0.0347,0.4720,495,271,282,33604
2021.4.1,1459,96,95,0.0615,0.7628,198.31,0,11,3.1,18.56,198.31,184,173,0.0884,0.8790,280,268,42.3,0.0344,0.5348,42.4,0.0347,0.4720,561,278,203,32081
2021.4.2,1524,103,97,0.0615,0.7628,0,0,0,0,0,0,131,129,0.0884,0.8790,234,226,43.3,0.0344,0.5348,43.2,0.0347,0.4720,557,237,214,28870
2021.4.3,1608,102,136,0.0615,0.7628,287.35,43.88,13.7,4.2,13.38,266.23,147,134,0.0884,0.8790,249,270,42.5,0.0344,0.5348,42.6,0.0347,0.4720,538,183,288,25538
2021.4.4,1438,111,123,0.0737,0.7354,228.61,0,14.7,4.1,19.4,268.61,167,166,0.0856,0.8513,278,289,41.8,0.0345,0.5200,41.7,0.0347,0.4720,588,282,289,29111
2021.4.5,1381,103,96,0.0737,0.7354,199.07,0,9.4,3.5,19.83,199.07,187,186,0.0856,0.8513,290,282,41.3,0.0345,0.5200,41.1,0.0347,0.4720,548,283,287,30125
2021.4.6,1431,106,105,0.0737,0.7354,187.81,0,9,3.3,12.49,207.81,178,180,0.0856,0.8513,284,285,41.4,0.0345,0.5200,41.3,0.0347,0.4720,606,283,287,31540
2021.4.7,1390,103,99,0.0774,0.7285,226.9,0,7.2,3.6,15.42,206.9,179,178,0.0854,0.8455,282,277,42.3,0.0345,0.5200,42.3,0.0352,0.5310,620,284,288,31815
2021.4.8,1388,94,80,0.0774,0.7285,204.82,0,9.1,3.3,10.99,214.82,190,200,0.0854,0.8455,284,280,43.1,0.0345,0.5200,43.1,0.0352,0.5310,618,281,286,33547
2021.4.9,1242,54,80,0.0774,0.7285,0,0,0,0,0,0,154,155,0.0854,0.8455,208,235,42.6,0.0345,0.5200,42.5,0.0352,0.5310,610,274,181,30423
2021.4.10,1148,76,73,0.0774,0.7285,283.76,42.36,10.4,2.6,11.46,256.12,153,156,0.0854,0.8455,229,229,42,0.0345,0.5200,41.8,0.0352,0.5310,465,182,180,27472
2021.4.11,1589,108,95,0.0768,0.7315,262.97,0,10.6,4.3,15.6,252.97,169,169,0.0836,0.8364,277,264,41.3,0.0350,0.5345,41.2,0.0354,0.5219,575,267,287,29999
2021.4.12,1012,71,81,0.0768,0.7315,238.2,0,11.6,4.4,16.72,268.2,205,210,0.0836,0.8364,276,291,41.4,0.0350,0.5345,41.2,0.0354,0.5219,586,263,285,32444
2021.4.13,1281,64,69,0.0768,0.7315,238.2,0,10.3,3.5,16.8,228.2,211,210,0.0836,0.8364,275,279,42.2,0.0350,0.5345,42.1,0.0354,0.5219,624,281,288,35189
2021.4.14,1470,125,128,0.0768,0.7315,237.02,0,10.6,3.4,15.97,227.02,209,203,0.0836,0.8364,334,331,42.4,0.0350,0.5345,42.1,0.0354,0.5219,629,283,289,36620
2021.4.15,1489,108,97,0.0768,0.7315,222.16,0,7.7,2.5,12.91,162.16,200,203,0.0836,0.8364,308,300,41.6,0.0350,0.5345,41.3,0.0354,0.5219,632,287,299,35886
2021.4.16,1502,110,80,0.0768,0.7315,0,0,8.2,2.2,0,145,167,165,0.0836,0.8364,277,245,41.1,0.0350,0.5345,40.8,0.0354,0.5219,638,285,288,31267
2021.4.17,1499,127,118,0.0768,0.7315,301.99,42.04,12.7,4.2,19.32,269.03,186,182,0.0836,0.8364,313,300,41.1,0.0350,0.5345,41.2,0.0354,0.5219,612,283,287,32124
2021.4.18,1458,99,92,0.0597,0.7238,251.66,0,10.5,4.2,17.08,241.66,215,215,0.0849,0.8405,314,307,41.9,0.0320,0.5414,41.8,0.0325,0.5445,637,287,282,37215
2021.4.19,1513,87,116,0.0597,0.7238,219.05,0,13.3,3.8,15.86,249.05,216,214,0.0849,0.8405,303,330,42.4,0.0320,0.5414,42.5,0.0325,0.5445,502,271,184,36185
2021.4.20,1483,80,69,0.0597,0.7238,220.89,0,11.3,3.3,16.05,210.89,217,212,0.0849,0.8405,297,281,42.4,0.0320,0.5414,42.2,0.0325,0.5445,369,166,159,35127
2021.4.21,1497,109,117,0.0597,0.7238,253.32,0,10.8,3.8,15.91,203.32,214,216,0.0849,0.8405,323,333,41.5,0.0320,0.5414,41.2,0.0325,0.5445,634,237,231,33938
2021.4.22,1541,122,105,0.0597,0.7238,227.2,0,10,3.6,16.9,197.2,216,214,0.0849,0.8405,338,319,40.7,0.0320,0.5414,40.3,0.0325,0.5445,633,279,228,33980
2021.4.23,1492,125,123,0.0597,0.7238,0,0,9,2.3,0,145,213,216,0.0849,0.8405,338,339,40.7,0.0320,0.5414,40.4,0.0325,0.5445,617,297,252,35127
2021.4.24,1496,118,135,0.0597,0.7238,330.68,39.72,15.6,4.7,17.25,265.4,165,180,0.0849,0.8405,283,315,41.3,0.0320,0.5414,41.2,0.0325,0.5445,640,299,296,31717
2021.4.25,1460,85,103,0.0597,0.7238,257.98,0,8.4,3.6,17.17,197.98,165,168,0.0849,0.8405,250,271,42,0.0320,0.5414,41.9,0.0325,0.5445,634,299,309,30420
2021.4.26,1504,88,106,0.0744,0.7285,223.35,0,14.7,4.9,18.45,273.35,219,205,0.0851,0.8534,307,311,42.8,0.0332,0.5460,42.4,0.0328,0.5332,575,297,276,31318
2021.4.27,1476,91,80,0.0744,0.7285,207.97,0,13,3.7,18.75,237.97,229,228,0.0851,0.8534,320,308,42.3,0.0332,0.5460,42,0.0328,0.5332,647,301,242,34744
2021.4.28,1358,84,75,0.0744,0.7285,249.04,0,10.6,3.2,16,229.04,234,233,0.0839,0.8405,318,308,41.4,0.0332,0.5460,41.1,0.0328,0.5332,696,303,313,33963
2021.4.29,1324,80,73,0.0744,0.7285,229.85,0,9.3,2.9,15.87,179.85,198,212,0.0839,0.8405,278,285,41.4,0.0332,0.5460,41.1,0.0328,0.5332,673,308,312,33130
