Date,PS_incoming,PS_feed_A,PS_feed_B,PS_feed_TS,PS_feed_VS,FW_intake_new,FW_intake_old,FW_grit_light,FW_grit_heavy,FW_grit_out,Treated_FW,FW_Feed_A,FW_Feed_B,FW_Feed_TS,FW_Feed_VS,Dig_Feed_A,Dig_Feed_B,Dig_A_Temp,Dig_A_TS,Dig_A_VS,Dig_B_Temp,Dig_B_TS,Dig_B_VS,Dig_Dewater,Dig_DD_A,Dig_DD_B,Biogas_prod
2020.7.28,934,103,101,0.0714,0.6773,197.99,0,13.1,3.9,16.97,197.99,180,182,0.0823,0.8287,283,283,40.9,0.0315,0.5161,40.9,0.0322,0.5059,699,297,295,33309
2020.7.29,919,107,100,0.0714,0.6773,183.18,0,12.4,3.3,18.65,173.18,181,174,0.0823,0.8287,288,274,41.6,0.0315,0.5161,41.7,0.0322,0.5059,641,299,290,32645
2020.7.30,934,120,87,0.0714,0.6773,194.47,0,11.5,3.2,15.37,164.47,183,173,0.0823,0.8287,303,260,42.1,0.0315,0.5161,42.4,0.0322,0.5059,649,297,291,32962
2020.7.31,898,101,121,0.0714,0.6773,0,0,13.5,3.1,0,175,176,175,0.0823,0.8287,277,296,42.8,0.0315,0.5161,42.9,0.0322,0.5059,675,295,289,32455
2020.8.1,1326,116,122,0.0525,0.6793,245.18,43.26,14.9,4.1,33.46,203.44,131,143,0.0711,0.8493,247,265,42.8,0.0303,0.4972,42.6,0.0303,0.4990,460,330,377,30641
2020.8.2,1613,107,102,0.0525,0.6793,233.59,0,18.3,3.8,19.84,223.59,166,149,0.0711,0.8493,273,251,42.7,0.0303,0.4972,42.7,0.0303,0.4990,387,281,197,29934
2020.8.3,1559,121,110,0.0714,0.6773,176.76,0,15.4,3.2,20.73,186.76,130,156,0.0823,0.8287,251,266,42.4,0.0315,0.5161,42.3,0.0322,0.5059,414,195,235,30492
2020.8.4,1581,122,113,0.0714,0.6773,153.82,0,10.9,2.9,21.44,163.82,149,132,0.0823,0.8287,271,245,41.7,0.0315,0.5161,41.7,0.0322,0.5059,405,293,202,28377
2020.8.5,1502,99,123,0.0714,0.6773,171.25,0,12.5,3.6,17.05,181.25,180,171,0.0823,0.8287,279,294,41.2,0.0315,0.5161,41,0.0322,0.5059,411,259,202,29756
2020.8.6,1568,94,109,0.0714,0.6773,178.5,0,8.4,1.9,16.12,128.5,159,177,0.0823,0.8287,253,286,41.3,0.0315,0.5161,41,0.0322,0.5059,433,254,260,31027
2020.8.7,1542,154,154,0.0714,0.6773,0,0,8.7,1.5,0,115,175,140,0.0823,0.8287,329,294,40.5,0.0315,0.5161,40.4,0.0322,0.5059,683,226,255,29505
2020.8.8,1529,145,141,0.0714,0.6773,214.08,71.67,17.4,4.3,22.53,250.75,163,157,0.0823,0.8287,308,298,39.9,0.0315,0.5161,39.9,0.0322,0.5059,720,305,300,29119
2020.8.9,1724,130,121,0.0714,0.6773,233.07,0,13.1,3.2,22.39,183.07,155,149,0.0823,0.8287,285,270,39.1,0.0315,0.5161,39.2,0.0322,0.5059,706,292,312,28894
2020.8.10,1644,131,120,0.0749,0.6953,186.89,0,15.2,3.3,21.66,206.89,166,178,0.0852,0.8743,297,298,38.4,0.0360,0.5965,38.6,0.0359,0.5993,673,307,298,28896
2020.8.11,1295,99,103,0.0749,0.6953,178.87,0,14.7,3.1,21.03,188.87,167,160,0.0852,0.8743,266,263,37.8,0.0360,0.5965,37.9,0.0359,0.5993,718,316,310,28563
2020.8.12,1054,83,86,0.0749,0.6953,186.95,0,13.6,3.3,19.29,186.95,176,177,0.0864,0.8653,259,263,37.3,0.0360,0.5965,37.5,0.0359,0.5993,644,339,265,28078
2020.8.13,1434,142,121,0.0749,0.6953,184.35,0,8.9,2.3,16.47,124.35,185,206,0.0864,0.8653,327,327,37.6,0.0360,0.5965,37.7,0.0359,0.5993,708,310,345,31094
2020.8.14,1433,117,117,0.0749,0.6953,0,0,10.3,2.2,0,115,133,114,0.0864,0.8653,250,231,37.6,0.0360,0.5965,37.7,0.0359,0.5993,674,331,302,28989
2020.8.15,1423,126,121,0.0749,0.6953,252,40.91,15.2,3.5,21.45,207.91,173,164,0.0864,0.8653,299,285,37.5,0.0360,0.5965,37.5,0.0359,0.5993,639,359,320,30264
2020.8.16,1423,132,125,0.0749,0.6953,217.03,0,13.7,4.2,20.37,207.03,141,152,0.0864,0.8653,273,277,37.8,0.0360,0.5965,37.9,0.0359,0.5993,647,312,353,30398
2020.8.17,1160,208,212,0.0835,0.7957,183.05,0,12.5,3.6,20.37,183.05,170,182,0.0830,0.8025,378,394,37.5,0.0386,0.6220,37.5,0.0382,0.6265,644,290,278,30899
2020.8.18,990,199,196,0.0835,0.7957,175.02,0,16.6,3.9,20.04,215.02,150,155,0.0854,0.8455,349,351,37.6,0.0386,0.6220,37.6,0.0382,0.6265,556,298,304,30586
2020.8.19,1182,181,180,0.0869,0.8191,186.72,0,13.2,3.3,21.31,186.72,159,175,0.0854,0.8455,340,355,37,0.0386,0.6220,37,0.0382,0.6265,599,306,291,30649
2020.8.20,1401,136,135,0.0869,0.8191,193.08,0,8.6,1.6,17.35,113.08,155,163,0.0854,0.8455,291,298,36.8,0.0386,0.6220,36.9,0.0382,0.6265,565,256,255,29118
2020.8.21,1468,120,102,0.0869,0.8191,0,0,11.9,2.2,0,135,163,127,0.0854,0.8455,283,229,37.8,0.0386,0.6220,37.9,0.0382,0.6265,568,248,268,26727
2020.8.22,1376,107,116,0.0869,0.8191,249.43,41.51,16.75,4.1,28.53,215.94,155,137,0.0854,0.8455,262,253,38.2,0.0386,0.6220,38.3,0.0382,0.6265,585,268,260,28539
2020.8.23,1484,115,115,0.0869,0.8191,226.39,0,17.4,4.2,20.55,216.39,171,159,0.0867,0.8793,286,274,37.5,0.0386,0.6220,37.5,0.0382,0.6265,594,240,245,28474
2020.8.24,1467,104,101,0.0944,0.7140,181.89,0,15.2,2.9,18.63,201.89,185,175,0.0867,0.8793,289,276,37.7,0.0397,0.6517,37.9,0.0369,0.6075,609,286,252,30870
2020.8.25,1471,127,103,0.0944,0.7140,212.54,0,16.7,3.4,18.67,242.54,146,150,0.0867,0.8793,273,253,37.8,0.0397,0.6517,37.8,0.0369,0.6075,557,280,232,30978
2020.8.26,1479,128,128,0.0944,0.7140,182,0,14.1,2.2,21.44,217,159,140,0.0856,0.8513,287,268,37.6,0.0373,0.6098,37.9,0.0369,0.6075,609,257,250,29932
2020.8.27,1504,109,140,0.0944,0.7140,179.57,0,12.6,2.2,18.05,179.57,134,130,0.0856,0.8513,243,270,37.7,0.0373,0.6098,37.9,0.0369,0.6075,576,284,284,30337
2020.8.28,1479,92,95,0.0944,0.7140,0,0,0,0,0,0,132,137,0.0856,0.8513,224,232,37.4,0.0373,0.6098,37.5,0.0369,0.6075,600,278,265,28153
2020.8.29,1469,124,117,0.0899,0.7413,256.34,42.71,17.9,3.9,19.76,244.05,136,136,0.0856,0.8513,260,253,37.5,0.0373,0.6098,37.7,0.0369,0.6075,520,276,238,27817
2020.8.30,1457,97,92,0.0899,0.7413,211.92,0,16.3,3.7,21.66,241.92,148,133,0.0860,0.8676,245,225,37.6,0.0373,0.6098,37.8,0.0369,0.6075,622,257,245,28217
2020.8.31,1483,107,118,0.0899,0.7413,172.44,0,15.7,2.5,20.32,197.44,162,162,0.0860,0.8676,269,280,37.5,0.0373,0.6098,37.7,0.0369,0.6075,605,289,284,29441
2020.9.1,1466,95,110,0.0899,0.7413,165.96,0,11.9,2.4,21.94,165.96,125,138,0.0860,0.8676,220,248,37.8,0.0363,0.6074,37.8,0.0355,0.5678,532,243,266,29283
2020.9.2,1466,93,86,0.0837,0.7368,182.42,0,14.4,1.9,18.65,182.42,141,142,0.0860,0.8676,234,228,37.3,0.0363,0.6074,37.5,0.0355,0.5678,536,255,245,28259
2020.9.3,1447,93,85,0.0837,0.7368,173.13,0,11.6,2.9,15.65,158.13,153,159,0.0860,0.8676,246,244,37.6,0.0363,0.6074,37.7,0.0355,0.5678,542,253,232,30332
2020.9.4,1455,85,82,0.0837,0.7368,0,0,0,0,0,0,88,106,0.0860,0.8676,173,188,37.3,0.0363,0.6074,37.4,0.0355,0.5678,426,213,236,23288
2020.9.5,972,105,87,0.0837,0.7368,254.99,39.91,19.2,3.7,19.02,254.9,139,129,0.0860,0.8676,244,216,37.6,0.0363,0.6074,37.9,0.0355,0.5678,458,183,188,23322
2020.9.6,1527,95,110,0.0837,0.7368,207.34,0,13.1,2.2,21.56,177.34,114,125,0.0860,0.8676,209,235,38.1,0.0363,0.6074,38.2,0.0355,0.5678,517,239,242,25495
2020.9.7,1546,126,122,0.0797,0.6836,170.6,0,16.1,3.7,18.68,240.6,148,148,0.0838,0.8545,274,270,37.4,0.0358,0.5685,37.6,0.0357,0.5707,511,220,238,28309
2020.9.8,1514,111,87,0.0797,0.6836,169.4,0,12.9,2.4,22.37,179.4,138,136,0.0838,0.8545,249,223,37,0.0358,0.5685,37.2,0.0357,0.5707,501,211,240,27696
2020.9.9,1488,162,137,0.0797,0.6836,184.26,0,12.1,3,18.14,189.26,156,159,0.0838,0.8545,318,296,36.5,0.0358,0.5685,36.8,0.0357,0.5707,499,199,229,29087
2020.9.10,1033,127,113,0.0797,0.6836,190.99,0,12.8,3,13.44,190.99,168,165,0.0838,0.8545,295,278,37.4,0.0358,0.5685,37.6,0.0357,0.5707,500,225,234,31087
2020.9.11,1596,126,109,0.0797,0.6836,0,0,0,0,0,0,129,116,0.0838,0.8545,255,225,37,0.0358,0.5685,37.1,0.0357,0.5707,510,245,233,28250
2020.9.12,1496,119,107,0.0797,0.6836,255.91,38.63,13.7,3.6,17.8,239.54,180,175,0.0838,0.8545,299,282,37,0.0358,0.5685,37.1,0.0357,0.5707,524,249,179,30094
2020.9.13,1502,82,93,0.0797,0.6836,204.04,0,14.1,3,19.63,214.04,152,151,0.0838,0.8545,234,244,37.3,0.0358,0.5685,37.4,0.0357,0.5707,503,156,144,30031
2020.9.14,1505,78,66,0.0851,0.7224,186.68,0,12.4,3.1,16.96,186.68,171,161,0.0828,0.8462,249,227,37.3,0.0364,0.5540,37.5,0.0363,0.5294,515,223,211,30583
2020.9.15,1431,100,88,0.0851,0.7224,173.16,0,14.6,3.4,15.2,218.16,148,147,0.0828,0.8462,248,235,37.6,0.0364,0.5540,37.7,0.0363,0.5294,511,179,200,30139
2020.9.16,1692,99,105,0.0851,0.7224,207.82,0,14,3.1,19.5,207.82,146,147,0.0828,0.8462,245,252,37.1,0.0364,0.5540,37.3,0.0363,0.5294,502,230,213,29059
2020.9.17,2242,107,87,0.0851,0.7224,195.98,0,13.3,3,19.51,195.98,137,151,0.0828,0.8462,244,238,36.8,0.0364,0.5540,37.1,0.0363,0.5294,514,228,215,28847
2020.9.18,2450,123,126,0.0851,0.7224,0,0,0,0,0,0,124,131,0.0828,0.8462,247,257,36.5,0.0364,0.5540,36.7,0.0363,0.5294,492,228,215,26293
2020.9.19,1944,164,158,0.0851,0.7224,286.25,43.86,16.8,4.4,18.41,255.11,146,136,0.0828,0.8462,310,294,36.9,0.0364,0.5540,37.2,0.0363,0.5294,543,224,215,26413
2020.9.20,1639,109,103,0.1301,0.6909,207.72,0,13.3,3.4,21.13,207.72,166,158,0.0828,0.8462,275,261,37.9,0.0364,0.5540,38,0.0363,0.5294,519,251,246,31254
2020.9.21,1692,118,94,0.1301,0.6909,191.19,0,3.3,1.3,16.69,71.19,118,120,0.0866,0.8485,236,214,37.5,0.0354,0.5665,37.7,0.0359,0.5627,512,277,261,26399
2020.9.22,1497,122,115,0.1264,0.6920,192.09,0,20.1,5.6,12.18,312.09,137,146,0.0866,0.8485,259,261,37.9,0.0354,0.5665,38.3,0.0359,0.5627,512,271,259,29782
2020.9.23,1720,90,88,0.1264,0.6920,193.7,0,14.9,3.6,19.32,213.7,128,117,0.0866,0.8485,218,205,37.9,0.0354,0.5665,38.2,0.0359,0.5627,530,258,251,28554
2020.9.24,1621,105,84,0.1264,0.6920,196.7,0,6.2,1.8,19.18,96.7,125,123,0.0866,0.8485,230,207,37.5,0.0354,0.5665,37.8,0.0359,0.5627,518,232,236,27882
2020.9.25,1709,121,86,0.1264,0.6920,0,0,9.2,2.3,0,130,153,153,0.0866,0.8485,274,239,37.4,0.0354,0.5665,37.8,0.0359,0.5627,524,261,228,29061
2020.9.26,1528,113,99,0.1264,0.6920,281.85,37.94,16.8,3.6,21.08,239.79,152,146,0.0866,0.8485,265,245,37.3,0.0354,0.5665,37.7,0.0359,0.5627,515,245,232,28865
2020.9.27,1437,146,125,0.1264,0.6920,224.94,0,16.1,4,21.61,234.94,115,132,0.0866,0.8485,261,257,37.7,0.0354,0.5665,38,0.0359,0.5627,466,229,232,29554
2020.9.28,1583,144,160,0.0675,0.7057,0,0,6.6,1.7,20.27,95,154,152,0.0854,0.8455,298,312,37.8,0.0378,0.5475,38.2,0.0377,0.5513,512,212,215,30023
2020.9.29,1612,131,138,0.0846,0.7358,283.72,0,16.6,4,13.94,238.72,133,114,0.0854,0.8455,264,252,37.9,0.0378,0.5475,38.2,0.0377,0.5513,514,248,241,28968
2020.9.30,1710,95,111,0.0846,0.7358,321.97,0,17.4,4.1,21.38,251.97,132,129,0.0854,0.8455,227,240,37.5,0.0378,0.5475,37.8,0.0377,0.5513,444,234,222,27674
2020.10.1,941,118,101,0.0846,0.7358,221.48,0,10.8,3.1,21.04,171.48,148,155,0.0854,0.8455,266,256,37.5,0.0378,0.5475,37.8,0.0377,0.5513,309,267,260,28984
2020.10.2,619,61,49,0.0846,0.7358,0,0,10.8,2.3,0,150,159,146,0.0854,0.8455,220,195,38.4,0.0378,0.5475,38.5,0.0377,0.5513,534,269,257,29131
2020.10.3,1139,91,78,0.0846,0.7358,270.57,42.06,12.1,3.4,30.8,202.63,149,141,0.0854,0.8455,240,219,39.3,0.0378,0.5475,39.7,0.0377,0.5513,526,284,258,30314
2020.10.4,1658,104,97,0.1008,0.7817,207.73,0,13.3,4.1,17.03,227.73,137,130,0.0854,0.8455,241,227,40.4,0.0378,0.5475,40.7,0.0377,0.5513,235,263,261,31010
2020.10.5,1748,62,88,0.1008,0.7817,215.35,0,12.6,3,19.06,185.35,150,146,0.0835,0.8395,212,234,41.4,0.0372,0.5395,41.6,0.0350,0.5875,304,247,240,31431
2020.10.6,1741,86,76,0.1033,0.7851,194.36,0,12.8,3.1,19.19,194.36,153,143,0.0835,0.8395,239,219,42.4,0.0372,0.5395,42.7,0.0350,0.5875,223,249,195,32345
2020.10.7,1502,101,91,0.1033,0.7851,219.36,0,12.7,3.5,16.3,229.36,158,179,0.0835,0.8395,259,270,42.8,0.0372,0.5395,42.9,0.0350,0.5875,231,226,235,35444
2020.10.8,1491,90,102,0.1033,0.7851,219.04,0,8.6,2.5,16.45,159.04,205,199,0.0835,0.8395,295,301,42.1,0.0372,0.5395,42.2,0.0350,0.5875,556,219,212,41944
2020.10.9,1877,104,77,0.1033,0.7851,0,0,10.4,2.3,0,180,187,211,0.0835,0.8395,291,288,42.3,0.0372,0.5395,42.6,0.0350,0.5875,537,127,247,40773
2020.10.10,1529,112,126,0.1033,0.7851,296.01,41.36,11.7,3.7,20.71,237.37,154,156,0.0835,0.8395,266,282,42.7,0.0372,0.5395,42.7,0.0350,0.5875,601,276,224,35900
2020.10.11,1510,102,104,0.1033,0.7851,228.74,0,13.6,3.9,20.83,248.74,169,165,0.0835,0.8395,271,269,42.2,0.0372,0.5395,42.2,0.0350,0.5875,609,235,247,30980
2020.10.12,1521,95,92,0.0905,0.7914,207.01,0,13.8,3.7,18.56,237.01,203,191,0.0764,0.8387,298,283,41.7,0.0382,0.5382,41.7,0.0386,0.5396,631,283,235,34025
2020.10.13,1753,95,92,0.0991,0.7795,198.94,0,15,3.3,19.75,253.94,190,191,0.0812,0.8095,285,283,41.8,0.0382,0.5382,41.8,0.0386,0.5396,459,254,208,33180
2020.10.14,1507,100,81,0.0991,0.7795,244.6,0,12.6,3.5,18.84,219.6,179,179,0.0812,0.8095,279,260,42.2,0.0382,0.5382,42.3,0.0386,0.5396,583,221,226,31415
2020.10.15,1694,85,83,0.0991,0.7752,227.06,0,7.3,2,19.81,127.06,154,168,0.0812,0.8095,239,251,42,0.0382,0.5382,42,0.0386,0.5396,551,247,223,28490
2020.10.16,1487,110,105,0.0991,0.7752,0,0,7.2,1.6,0,125,104,113,0.0812,0.8095,214,218,41.7,0.0382,0.5382,41.6,0.0386,0.5396,256,115,132,23780
2020.10.17,616,30,46,0.0991,0.7752,255.26,42.72,10.5,3.8,18.36,212.98,81,81,0.0812,0.8095,111,127,41.4,0.0382,0.5382,41.5,0.0386,0.5396,515,199,220,23800
2020.10.18,0,0,0,0.0991,0.7795,224.98,0,5.6,3.1,11.63,144.98,82,82,0.0761,0.8169,82,82,41.4,0.0382,0.5382,41.3,0.0386,0.5396,621,157,265,16400
2020.10.19,341,55,23,0.0949,0.7545,230.22,0,16.5,4.4,22,280.22,193,178,0.0761,0.8169,248,201,41,0.0380,0.5196,41.1,0.0381,0.5226,619,284,199,27625
2020.10.20,784,124,90,0.0949,0.7545,204.53,0,9.6,3,14.12,164.53,236,233,0.0761,0.8169,360,323,41,0.0380,0.5196,41.3,0.0381,0.5226,685,303,247,40115
2020.10.21,917,109,104,0.0949,0.7545,241.41,0,18.1,4.8,19.28,291.41,204,202,0.0775,0.8331,313,306,42,0.0380,0.5196,42.2,0.0381,0.5226,653,299,326,35975
2020.10.22,957,81,92,0.0949,0.7545,208.76,0,12.5,3,0,208.76,186,192,0.0775,0.8331,267,284,42.8,0.0380,0.5196,42.9,0.0381,0.5226,657,293,179,31705
2020.10.23,1025,85,84,0.0949,0.7545,0,0,6.4,1.2,0,105,163,166,0.0775,0.8331,248,250,43,0.0380,0.5196,43,0.0381,0.5226,659,257,336,28990
2020.10.24,1166,111,103,0.0949,0.7545,288.28,44.96,14.6,3.5,37.51,258.24,128,126,0.0775,0.8331,239,229,42.6,0.0380,0.5196,42.7,0.0381,0.5226,468,204,269,26140
2020.10.25,1169,106,113,0.0949,0.7545,257.58,0,19.3,3.1,25.37,277.58,154,155,0.0775,0.8331,260,268,42,0.0380,0.5196,42.2,0.0381,0.5226,650,273,264,29940
2020.10.26,1285,88,88,0.0821,0.7491,194.05,0,16.6,3.7,23.05,224.05,153,156,0.0791,0.8543,241,244,41.7,0.0381,0.5046,41.8,0.0383,0.5067,638,209,195,28005
2020.10.27,1487,87,86,0.0821,0.7491,195.48,0,13.3,3.8,20.49,195.48,153,156,0.0821,0.8437,240,242,41.4,0.0381,0.5046,41.4,0.0383,0.5067,553,266,226,27870
2020.10.28,1628,114,90,0.0774,0.7285,212.43,0,9.7,3.1,20.21,182.43,154,154,0.0821,0.8437,268,244,41.4,0.0381,0.5046,41.2,0.0383,0.5067,654,206,198,29200
2020.10.29,1324,69,59,0.0774,0.7285,198.17,0,6,2.5,14.36,113.17,123,140,0.0821,0.8437,192,199,40.8,0.0381,0.5046,40.9,0.0383,0.5067,664,203,254,22855
2020.10.30,1746,113,104,0.0774,0.7285,0,0,8.7,1.8,0,140,124,103,0.0821,0.8437,237,207,40.5,0.0381,0.5046,40.7,0.0383,0.5067,667,237,254,24520
2020.10.31,1660,105,104,0.0774,0.7285,289.92,43.69,11.1,4.6,17.87,238.61,109,109,0.0821,0.8437,214,213,41,0.0381,0.5046,41.3,0.0383,0.5067,662,289,253,23575
2020.11.1,1635,95,69,0.0774,0.7285,251.65,0,13.5,4.1,19.17,251.65,193,164,0.0821,0.8437,288,233,42.2,0.0381,0.5046,42.3,0.0383,0.5067,649,290,252,30585
2020.11.2,1594,90,77,0.0959,0.6628,194.12,0,14.2,3.7,19.24,244.12,179,178,0.0821,0.8437,269,255,42.7,0.0381,0.5046,42.8,0.0383,0.5067,672,288,246,30720
2020.11.3,1515,113,87,0.0839,0.6705,162.63,0,9.6,2.5,20.17,162.63,170,175,0.0866,0.8516,283,262,42.8,0.0403,0.5325,42.5,0.0408,0.5401,574,286,215,31425
2020.11.4,1359,119,132,0.0839,0.6705,222.5,0,11.5,3.2,11.88,192.5,154,155,0.0866,0.8516,273,287,41.9,0.0403,0.5325,42.1,0.0408,0.5401,671,282,346,31380
2020.11.5,1502,91,86,0.0839,0.6705,192.73,0,8.7,2,18.33,142.73,156,152,0.0866,0.8516,247,238,41.4,0.0403,0.5325,41.7,0.0408,0.5401,651,256,246,31353
2020.11.6,1412,52,61,0.0839,0.6705,0,0,8.2,1.6,0,125,142,154,0.0866,0.8516,194,215,41.8,0.0403,0.5325,42.1,0.0408,0.5401,633,298,283,29679
2020.11.7,1167,61,56,0.0839,0.6705,281.37,44.44,8.9,3.5,20.8,170.81,127,103,0.0866,0.8516,188,159,42.5,0.0403,0.5325,42.8,0.0408,0.5401,498,171,259,26394
2020.11.8,1248,71,69,0.0774,0.7285,221.44,0,22.7,5.3,20.71,341.44,172,171,0.0828,0.8462,243,240,42.2,0.0403,0.5325,42.5,0.0408,0.5401,656,218,231,27412
2020.11.9,1517,66,64,0.0774,0.7285,173.34,0,8.4,2.4,21.18,143.34,178,180,0.0828,0.8462,244,244,41.8,0.0379,0.5390,42.1,0.0370,0.5231,637,284,253,29993
2020.11.10,1077,67,80,0.0774,0.7285,150.44,0,6.6,2.4,15.13,130.44,96,110,0.0828,0.8462,163,190,41.9,0.0379,0.5390,42.1,0.0370,0.5231,436,145,227,25561
2020.11.11,1236,102,109,0.0774,0.7285,198.12,0,13.8,3.4,12.38,233.12,139,125,0.0828,0.8462,241,234,41.6,0.0379,0.5390,41.7,0.0370,0.5231,658,230,210,24054
2020.11.12,858,97,115,0.0821,0.7491,176.08,0,6.6,2.1,15.64,121.08,153,156,0.0828,0.8119,250,271,42.5,0.0368,0.5209,42.7,0.0363,0.5217,669,228,264,30776
2020.11.13,865,84,84,0.0821,0.7491,0,0,4.8,1.8,0,105,131,133,0.0828,0.8119,215,217,42.7,0.0368,0.5209,42.9,0.0363,0.5217,641,277,270,28404
2020.11.14,1346,160,140,0.0821,0.7491,267.46,39.29,11.6,2.8,17.18,206.75,133,125,0.0828,0.8119,293,265,42.4,0.0368,0.5209,42.5,0.0363,0.5217,657,240,222,26318
2020.11.15,1419,186,199,0.0821,0.7491,223.03,0,16,3.4,15.89,258.03,103,113,0.0828,0.8119,289,312,41.7,0.0368,0.5209,41.8,0.0363,0.5217,643,238,225,26272
2020.11.16,1363,119,150,0.0797,0.6836,185.66,0,9.4,3.2,19.28,180.66,138,127,0.0787,0.7895,257,277,41.6,0.0338,0.5093,41.6,0.0282,0.5182,646,280,259,27562
2020.11.17,1540,96,127,0.0797,0.6836,166.44,0,8.9,2.6,16.49,171.44,132,128,0.0787,0.7895,228,255,41.1,0.0338,0.5093,41.3,0.0282,0.5182,658,282,276,26616
2020.11.18,1507,102,123,0.0725,0.7098,191.98,0,10,2.7,15.32,191.88,133,134,0.0830,0.8025,235,257,41,0.0271,0.5611,41.1,0.0303,0.5217,662,271,271,26862
2020.11.19,1534,91,78,0.0725,0.7098,184.89,0,5.4,2.3,9.8,124.89,136,127,0.0830,0.8025,227,205,40.8,0.0271,0.5611,40.9,0.0303,0.5217,660,269,266,26993
2020.11.20,1567,84,77,0.0725,0.7098,0,0,7.7,1.6,0,125,145,145,0.0830,0.8025,229,222,40.5,0.0271,0.5611,40.7,0.0303,0.5217,669,268,264,27068
2020.11.21,1535,85,117,0.0725,0.7098,277.68,41.84,11.5,3.4,19.68,224.52,142,146,0.0830,0.8025,227,263,40.2,0.0271,0.5611,40.3,0.0303,0.5217,737,267,262,27122
2020.11.22,2008,100,64,0.0528,0.6678,259.46,0,12.6,4.1,15.59,239.46,127,148,0.0821,0.8337,227,212,40,0.0274,0.4826,40.1,0.0306,0.5313,229,175,146,26879
2020.11.23,1549,130,94,0.0528,0.6678,188.07,0,13.8,3.8,19.92,238.07,139,147,0.0821,0.8337,269,241,39.8,0.0274,0.4826,39.9,0.0306,0.5313,912,280,286,26782
2020.11.24,1536,100,119,0.0528,0.6678,153.6,0,8.6,2.3,18.35,182.87,115,91,0.0821,0.8337,215,210,40.6,0.0274,0.4826,40.9,0.0306,0.5313,667,285,259,23034
2020.11.25,1525,112,69,0.0528,0.6678,188.78,0,4.5,2.6,11.3,128.78,142,142,0.0821,0.8337,254,211,40.4,0.0274,0.4826,40.7,0.0306,0.5313,632,302,305,26637
2020.11.26,1550,105,110,0.0528,0.6678,204.08,0,7,2.2,7.21,154.08,134,142,0.0821,0.8337,239,252,40.3,0.0274,0.4826,40.5,0.0306,0.5313,655,268,223,26078
2020.11.27,1493,88,107,0.0528,0.6678,0,0,9.2,1.5,0,145,149,142,0.0821,0.8337,237,249,40,0.0274,0.4826,40.3,0.0306,0.5313,683,256,255,25721
2020.11.28,1559,110,127,0.0528,0.6678,335.09,41.61,6.9,3.5,20.95,201.7,187,146,0.0821,0.8337,297,273,40.1,0.0274,0.5226,40.2,0.0306,0.5313,481,268,291,27545
2020.11.29,1545,85,92,0.0705,0.6039,250.52,0,22.5,4.6,21.68,370.52,215,209,0.0807,0.8255,300,301,40.9,0.0265,0.5139,41.1,0.0284,0.5276,500,219,220,32555
2020.11.30,1509,60,80,0.0705,0.6039,190.56,0,8.3,2.5,20.18,180.56,179,183,0.0807,0.8255,239,263,42.1,0.0265,0.5139,42.2,0.0284,0.5276,493,172,214,33509
2020.12.1,2033,95,76,0.0705,0.6039,187.34,0,11.5,2.8,15.06,217.34,145,141,0.0807,0.8255,240,217,42.5,0.0265,0.5139,42.6,0.0284,0.5276,510,173,176,29124
2020.12.2,1607,89,104,0.0705,0.6039,206.74,0,7.1,2.9,15.64,166.74,137,152,0.0807,0.8255,226,256,42.3,0.0265,0.5139,42.3,0.0284,0.5276,529,179,196,27057
2020.12.3,1467,86,109,0.0705,0.6039,222.19,0,7.1,1.9,10.94,152.19,162,154,0.0807,0.8255,248,263,42.4,0.0265,0.5139,42.5,0.0284,0.5276,535,216,191,29379
2020.12.4,1455,102,118,0.0705,0.6039,0,0,6.5,1.8,0,145,142,150,0.0807,0.8255,244,268,42.9,0.0265,0.5139,42.9,0.0284,0.5276,663,217,234,29626
2020.12.5,1441,115,114,0.0705,0.6039,290.15,41.02,10.4,3.3,18.24,226.17,145,145,0.0807,0.8255,260,259,42.3,0.0265,0.5139,42.5,0.0284,0.5276,731,270,224,27196
2020.12.6,1461,89,86,0.0748,0.6942,241.44,0,10.5,3.3,16.8,226.44,131,152,0.0787,0.8292,220,238,42.2,0.0318,0.5265,42.3,0.0317,0.5222,682,333,233,27812
2020.12.7,1459,79,56,0.0748,0.6942,171.87,0,10.6,2.3,16.81,196.8,164,163,0.0787,0.8292,243,219,41.9,0.0318,0.5265,42,0.0317,0.5222,659,235,223,27768
2020.12.8,1484,90,100,0.0748,0.6942,156.62,0,12.3,2.9,14.38,206.62,151,150,0.0787,0.8292,241,250,41.6,0.0318,0.5265,41.8,0.0317,0.5222,714,285,250,28423
2020.12.9,1430,90,88,0.0748,0.6942,215.14,0,8.8,2.7,17,185.14,153,158,0.0787,0.8292,243,246,41.3,0.0371,0.4991,41.5,0.0376,0.4994,657,191,263,28913
2020.12.10,1477,88,63,0.0748,0.6942,209.53,0,6.5,2.1,11.92,139.53,150,155,0.0787,0.8292,238,218,41.4,0.0371,0.4991,41.5,0.0376,0.4994,696,256,246,28691
2020.12.11,1470,87,89,0.0748,0.6942,0,0,7.7,1.4,0,145,148,147,0.0787,0.8292,235,236,41.3,0.0371,0.4991,41.4,0.0376,0.4994,670,257,246,28904
2020.12.12,1455,102,94,0.0748,0.6942,318.56,41.01,9.1,2.9,17.9,194.57,155,163,0.0787,0.8292,257,257,41.2,0.0371,0.4991,41.3,0.0376,0.4994,654,256,233,29102
